[header]
width=62
height=150
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=CS3113/assets/sprite_sheets/platformertiles.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
